Coin 	BuyDate 	CloseDate 	Quantity 	BuyPrice 	SellPrice 	Spent USDT 	Gained USDT 	ProfitUSDT 	Profit 	ChannelName 	SellReason 	dBTC 	d24BTC 	dMarket 	dM24 	bvsv 	dBTC5m 	Pump1H 	Dump1H 	d24h 	d3h 	d1h 	d15m 	d5m 	d1m 	dBTC1m 	PriceBug 	Vd1m 	H. Vol 	D. Vol
IMX 	2022-03-31 10:37:07 	2022-03-31 10:45:41 	37.0 \ 37.0 	2.73790000 	2.71200000 	5.06714105 	4.02818256 	-1.04 	-20.5% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 2.7120 BidEMA: 2.7120 LastPrice = 2.7122 BuyPrice = 2.7379 (strategy <d180s1 M+>); StopLoss fixed: 2.7160 AllowedDrop: BUY -14.0% spread 	-0.09 	-0.18 	0.06 	2.71 	0.54 	0.09 	5.05 	0.91 	13.26 	10.06 	6.19 	3.98 	1.61 	0.77 	0.06 	0 	9.8 	18.5 m 	83.3 m
BAKE 	2022-03-31 10:45:10 	2022-03-31 10:45:17 	97.0 \ 97.0 	1.02850000 	1.03450000 	4.99022029 	5.49217592 	0.5 	10.1% 	(strategy <d120s1 M+>) 	Sell Price 	0.06 	-0.04 	0.11 	2.71 	0.42 	0.22 	12.5 	0.32 	29.38 	17.09 	12.92 	7.47 	4.01 	1.14 	0.17 	0 	18.02 	34.6 m 	187.4 m
BAKE 	2022-03-31 10:45:12 	2022-03-31 10:45:17 	97.0 \ 97.0 	1.02850000 	1.03450000 	4.99022029 	5.49217592 	0.5 	10.1% 	(strategy <d150s1 M+>) 	Sell Price 	0.04 	-0.06 	0.11 	2.71 	0.72 	0.22 	12.5 	0.32 	29.38 	17.09 	12.86 	7.47 	3.95 	1.16 	0.17 	0 	17.5 	34.6 m 	187.4 m
DUSK 	2022-03-31 10:39:51 	2022-03-31 10:43:19 	194.0 \ 194.0 	0.51524000 	0.51693000 	4.99982713 	5.24759077 	0.25 	5.0% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.07 	-0.16 	0.09 	2.74 	0.34 	0.2 	3.71 	0.29 	15.91 	9.94 	4.02 	1.74 	1.18 	0.86 	0.08 	0 	0.24 	4.5 m 	148.6 m
DUSK 	2022-03-31 10:39:51 	2022-03-31 10:43:19 	194.0 \ 194.0 	0.51524000 	0.51693000 	4.99982713 	5.24759077 	0.25 	5.0% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.05 	-0.14 	0.16 	2.79 	0.28 	0.2 	3.72 	0.28 	15.91 	9.94 	4.02 	1.74 	1.19 	0.89 	0.09 	0 	0.24 	4.5 m 	148.6 m
DUSK 	2022-03-31 10:39:53 	2022-03-31 10:43:19 	194.0 \ 194.0 	0.51524000 	0.51693000 	4.99982713 	5.24759077 	0.25 	5.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.05 	-0.14 	0.13 	2.76 	0.35 	0.2 	3.72 	0.28 	15.91 	9.94 	4.02 	1.74 	1.18 	0.87 	0.09 	0 	0.25 	4.5 m 	148.6 m
IOTX 	2022-03-31 10:38:19 	2022-03-31 10:39:36 	935.0 \ 935.0 	0.10693000 	0.10750000 	5.00097709 	5.45373030 	0.45 	9.1% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.09 	-0.18 	0.07 	2.7 	0.31 	0.12 	2.86 	0.29 	21.91 	14.01 	4.1 	1.79 	1.3 	1.12 	0.08 	0.01 	0.99 	10.8 m 	114.2 m
IOTX 	2022-03-31 10:38:23 	2022-03-31 10:39:36 	936.0 \ 936.0 	0.10688000 	0.10750000 	5.00398479 	5.50404095 	0.5 	10.0% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	-0.09 	-0.18 	0.07 	2.7 	0.29 	0.12 	2.86 	0.29 	21.91 	14.01 	4.1 	1.79 	1.3 	1.11 	0.08 	0.01 	1.02 	10.8 m 	114.2 m
IOTX 	2022-03-31 10:38:31 	2022-03-31 10:39:36 	936.0 \ 936.0 	0.10688000 	0.10745000 	5.00398479 	5.45725967 	0.45 	9.1% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.09 	-0.18 	0.04 	2.69 	0.34 	0.12 	2.86 	0.29 	21.91 	14.01 	4.1 	1.79 	1.31 	1.11 	0.08 	0.01 	0.97 	10.8 m 	114.2 m
IOTX 	2022-03-31 10:38:31 	2022-03-31 10:39:36 	936.0 \ 936.0 	0.10688000 	0.10745000 	5.00398479 	5.45725967 	0.45 	9.1% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.09 	-0.18 	0.04 	2.69 	0.33 	0.12 	2.86 	0.29 	21.91 	14.01 	4.1 	1.79 	1.31 	1.11 	0.08 	0.01 	0.97 	10.8 m 	114.2 m
IOTX 	2022-03-31 10:38:33 	2022-03-31 10:39:36 	936.0 \ 936.0 	0.10688000 	0.10750000 	5.00398479 	5.50404095 	0.5 	10.0% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	-0.09 	-0.18 	0.04 	2.68 	0.36 	0.12 	2.86 	0.29 	21.91 	14.01 	4.1 	1.79 	1.43 	1.05 	0.07 	0 	1.07 	10.8 m 	114.2 m
IOTX 	2022-03-31 10:38:35 	2022-03-31 10:39:36 	936.0 \ 936.0 	0.10682000 	0.10744000 	5.00117567 	5.50127676 	0.5 	10.0% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	-0.09 	-0.18 	0.04 	2.68 	0.36 	0.12 	2.86 	0.29 	21.91 	14.01 	4.1 	1.79 	1.43 	0.99 	0.07 	0 	0.99 	10.8 m 	114.2 m
STMX 	2022-03-31 10:32:56 	2022-03-31 10:38:11 	4221.0 \ 4221.0 	0.02369000 	0.02374000 	5.00177441 	5.13274363 	0.13 	2.6% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.07 	-0.16 	0.09 	2.73 	0.22 	0.2 	1.45 	2.4 	26.23 	5.86 	3.98 	1.33 	1.1 	0.8 	0.04 	0 	0.83 	8.5 m 	103.8 m
STMX 	2022-03-31 10:32:58 	2022-03-31 10:38:08 	4223.0 \ 4223.0 	0.02368000 	0.02373000 	5.00203201 	5.13309707 	0.13 	2.6% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.07 	-0.16 	0.1 	2.72 	0.24 	0.2 	1.45 	2.4 	26.23 	5.86 	3.98 	1.33 	1.14 	0.84 	0.04 	0 	0.86 	8.5 m 	103.8 m
STMX 	2022-03-31 10:33:06 	2022-03-31 10:38:08 	4228.0 \ 4228.0 	0.02365000 	0.02373000 	5.00160984 	5.25972082 	0.26 	5.2% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	-0.07 	-0.16 	0.12 	2.72 	0.12 	0.19 	1.45 	2.4 	26.23 	5.86 	3.98 	1.33 	1.35 	1.06 	0.05 	0 	1.08 	8.5 m 	103.8 m
THETA 	2022-03-31 10:34:16 	2022-03-31 10:36:42 	23.6 \ 23.6 	4.23100000 	4.25000000 	4.99457703 	5.36291642 	0.37 	7.4% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.05 	-0.14 	0.16 	2.79 	0.56 	0.2 	3.29 	0.53 	9.12 	3.84 	3.84 	3.01 	2.15 	0.8 	0.09 	0 	0.55 	8.5 m 	213.4 m
SFP 	2022-03-31 10:35:13 	2022-03-31 10:36:09 	82.0 \ 82.0 	1.21570000 	1.22280000 	4.98636375 	5.48858098 	0.5 	10.1% 	(strategy <d120s1 M+>) 	Sell Price 	-0.07 	-0.15 	0.05 	2.71 	0.37 	0.13 	0.17 	4.45 	53.92 	14.55 	4.96 	1.15 	1.12 	0.5 	0.03 	0 	0.31 	21.7 m 	506.9 m
ICP 	2022-03-31 10:23:54 	2022-03-31 10:35:43 	4.36 \ 4.36 	22.91000000 	22.72000000 	4.99637775 	4.08839906 	-0.91 	-18.2% 	(strategy <d180s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 22.720 BidEMA: 22.720 LastPrice = 22.725 BuyPrice = 22.910 (strategy <d180s1.2 M+>); StopLoss fixed: 22.727 AllowedDrop: BUY -14.0% spre 	-0.01 	-0.11 	0.02 	2.58 	0.33 	0.21 	0.87 	0.91 	8.99 	5.27 	1.8 	1.49 	1.53 	0.44 	0.03 	0 	0.79 	6.6 m 	161.2 m
ICP 	2022-03-31 10:23:54 	2022-03-31 10:35:21 	4.36 \ 4.36 	22.93000000 	22.73000000 	5.00073950 	4.04910849 	-0.95 	-19.0% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 22.730 BidEMA: 22.730 LastPrice = 22.735 BuyPrice = 22.930 (strategy <d180s1 M+>); StopLoss fixed: 22.747 AllowedDrop: BUY -14.0% spread 	-0.01 	-0.11 	0.02 	2.58 	0.67 	0.21 	0.87 	0.91 	8.99 	5.27 	1.8 	1.49 	1.44 	0.38 	0.03 	0 	0.61 	6.6 m 	161.2 m
ICP 	2022-03-31 10:23:09 	2022-03-31 10:35:17 	4.36 \ 4.36 	22.94000000 	22.72000000 	5.00292037 	3.96408936 	-1.04 	-20.8% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 22.720 BidEMA: 22.720 LastPrice = 22.735 BuyPrice = 22.940 (strategy <d150s1 M+>); StopLoss fixed: 22.756 AllowedDrop: BUY -14.0% spread 	-0.02 	-0.12 	0.03 	2.59 	0.27 	0.22 	0.82 	0.95 	8.99 	5.27 	1.8 	1.49 	1.4 	0.48 	0.09 	0 	1 	6.6 m 	161.2 m
ARPA 	2022-03-31 10:32:45 	2022-03-31 10:34:46 	1078.0 \ 1078.0 	0.09278000 	0.09317000 	5.00284234 	5.34308073 	0.34 	6.8% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.04 	-0.13 	0.12 	2.74 	0.19 	0.2 	4.58 	0.22 	10.3 	7.34 	4.91 	1.61 	1.34 	0.84 	0.02 	0.02 	4.3 	7.1 m 	41.7 m
BAKE 	2022-03-31 10:29:31 	2022-03-31 10:33:21 	103.0 \ 103.0 	0.97290000 	0.97650000 	5.01243917 	5.30292393 	0.29 	5.8% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	-0.05 	-0.14 	0.1 	2.66 	0.46 	0.2 	13.56 	0.78 	29.38 	17.09 	14.72 	2.62 	2.29 	0.61 	0.06 	0 	3.1 	37.3 m 	182.0 m
BAKE 	2022-03-31 10:29:20 	2022-03-31 10:33:11 	103.0 \ 103.0 	0.97270000 	0.97530000 	5.01140876 	5.19895119 	0.19 	3.7% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.05 	-0.14 	0.11 	2.65 	0.37 	0.2 	13.56 	0.78 	29.38 	17.09 	14.72 	2.62 	2.29 	0.61 	0.06 	0 	2.89 	37.3 m 	182.0 m
IMX 	2022-03-31 10:31:20 	2022-03-31 10:32:20 	36.0 \ 36.0 	2.76510000 	2.78020000 	4.97917087 	5.44291858 	0.46 	9.3% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.07 	-0.16 	0.08 	2.69 	0.38 	0.2 	7.23 	0 	11.61 	8.47 	7.17 	3.19 	2.17 	1.2 	0.07 	0 	11.52 	15.3 m 	80.2 m
IMX 	2022-03-31 10:31:23 	2022-03-31 10:32:04 	36.0 \ 36.0 	2.76060000 	2.77800000 	4.97106763 	5.51771182 	0.55 	11.0% 	(strategy <d120s1.2 M+>) 	Sell Price 	-0.07 	-0.16 	0.08 	2.69 	0.46 	0.2 	7.15 	0.02 	11.61 	8.47 	7.17 	3.36 	2.31 	1.33 	0.07 	0 	12.74 	15.3 m 	80.2 m
IMX 	2022-03-31 10:31:29 	2022-03-31 10:32:04 	36.0 \ 36.0 	2.76060000 	2.77660000 	4.97106763 	5.46733198 	0.5 	10.0% 	(strategy <d150s1 M+>) 	Sell Price 	-0.07 	-0.16 	0.07 	2.69 	0.28 	0.2 	7.15 	0.02 	11.61 	8.47 	7.17 	3.36 	2.3 	1.32 	0.07 	0 	13.9 	15.3 m 	80.2 m
IMX 	2022-03-31 10:31:29 	2022-03-31 10:32:04 	36.0 \ 36.0 	2.76060000 	2.77800000 	4.97106763 	5.51771182 	0.55 	11.0% 	(strategy <d150s1.2 M+>) 	Sell Price 	-0.07 	-0.16 	0.07 	2.69 	0.41 	0.2 	7.15 	0.02 	11.61 	8.47 	7.17 	3.35 	2.3 	1.32 	0.07 	0 	13.9 	15.3 m 	80.2 m
IMX 	2022-03-31 10:29:31 	2022-03-31 10:31:36 	36.0 \ 36.0 	2.79400000 	2.75800000 	5.03121168 	3.65526291 	-1.38 	-27.3% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 2.7586 BidEMA: 2.7586 LastPrice = 2.7588 BuyPrice = 2.7940 (strategy <d180s1 M+>); StopLoss fixed: 2.7605 AllowedDrop: BUY -15.0% spread 	-0.06 	-0.15 	0.1 	2.66 	1.58 	0.2 	7.33 	0.12 	11.61 	8.47 	7.45 	2.95 	1.24 	0.24 	0.06 	0 	2.68 	15.3 m 	80.2 m
AUDIO 	2022-03-31 10:14:47 	2022-03-31 10:31:35 	80.0 \ 80.0 	1.25320000 	1.25570000 	5.01480512 	5.13452035 	0.12 	2.4% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.15 	0.02 	0.35 	2.9 	0.4 	0.15 	1.22 	1.21 	16.43 	4.8 	2.55 	1.72 	1.39 	1.04 	0.02 	0 	0.57 	5.2 m 	130.1 m
AUDIO 	2022-03-31 10:14:46 	2022-03-31 10:31:34 	80.0 \ 80.0 	1.25320000 	1.25570000 	5.01480512 	5.13452035 	0.12 	2.4% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.15 	0.02 	0.36 	2.9 	0.34 	0.15 	1.11 	1.31 	16.43 	4.8 	2.55 	1.72 	1.4 	1.04 	0.02 	0 	0.54 	5.2 m 	130.1 m
AUDIO 	2022-03-31 10:14:46 	2022-03-31 10:31:34 	80.0 \ 80.0 	1.25320000 	1.25570000 	5.01480512 	5.13452035 	0.12 	2.4% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.15 	0.03 	0.35 	2.9 	0.49 	0.15 	1.22 	1.21 	16.43 	4.8 	2.55 	1.72 	1.39 	0.96 	0.02 	0 	0.54 	5.2 m 	130.1 m
ICP 	2022-03-31 10:22:26 	2022-03-31 10:31:01 	4.35 \ 4.35 	23.00000000 	22.81000000 	5.00450100 	4.09829163 	-0.91 	-18.1% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 22.810 BidEMA: 22.810 LastPrice = 22.815 BuyPrice = 23.000 (strategy <d120s1 M+>); StopLoss fixed: 22.816 AllowedDrop: BUY -14.0% spread 	-0.04 	-0.14 	0.04 	2.64 	0.57 	0.23 	0.91 	0.87 	8.99 	5.27 	1.8 	1.49 	1.22 	0.53 	0.12 	0 	1.1 	6.6 m 	161.2 m
IMX 	2022-03-31 10:24:51 	2022-03-31 10:30:59 	36.0 \ 36.0 	2.81610000 	2.77430000 	5.07100759 	3.48570586 	-1.59 	-31.3% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 2.7743 BidEMA: 2.7743 LastPrice = 2.7747 BuyPrice = 2.8161 (strategy <d120s1 M+>); StopLoss fixed: 2.7823 AllowedDrop: BUY -15.0% spread 	-0.01 	-0.11 	0.02 	2.58 	0.52 	0.21 	7.66 	0.27 	11.61 	8.47 	7.95 	3.11 	3.02 	0.68 	0.03 	0 	2.94 	15.3 m 	80.2 m
IMX 	2022-03-31 10:24:56 	2022-03-31 10:30:59 	36.0 \ 36.0 	2.81610000 	2.77430000 	5.07100759 	3.48570586 	-1.59 	-31.3% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 2.7743 BidEMA: 2.7743 LastPrice = 2.7747 BuyPrice = 2.8161 (strategy <d150s1 M+>); StopLoss fixed: 2.7823 AllowedDrop: BUY -15.0% spread 	-0.01 	-0.11 	0.02 	2.58 	0.57 	0.21 	7.66 	0.27 	11.61 	8.47 	7.95 	3.11 	2.98 	0.68 	0.03 	0 	2.98 	15.3 m 	80.2 m
STMX 	2022-03-31 10:17:04 	2022-03-31 10:30:18 	4189.0 \ 4189.0 	0.02387000 	0.02392000 	5.00157133 	5.13094444 	0.13 	2.6% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.12 	0.01 	0.25 	2.81 	0.48 	0.12 	3.37 	0.17 	26.23 	5.86 	3.63 	1.24 	1.26 	0.71 	0.05 	0.01 	0.36 	7.9 m 	103.0 m
STMX 	2022-03-31 10:17:06 	2022-03-31 10:30:18 	4189.0 \ 4189.0 	0.02387000 	0.02392000 	5.00157133 	5.13094444 	0.13 	2.6% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.12 	0.01 	0.25 	2.81 	0.46 	0.12 	3.37 	0.17 	26.23 	5.86 	3.63 	1.24 	1.26 	0.71 	0.05 	0.01 	0.36 	7.9 m 	103.0 m
WAVES 	2022-03-31 10:14:02 	2022-03-31 10:30:17 	2.0 \ 2.0 	51.21800000 	50.77300000 	5.12384872 	4.15225595 	-0.97 	-19.0% 	(strategy <d150s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 50.773 BidEMA: 50.773 LastPrice = 50.774 BuyPrice = 51.218 (strategy <d150s1.2 M+>); StopLoss fixed: 50.808 AllowedDrop: BUY -14.0% spre 	0.13 	0.01 	0.32 	2.88 	1.19 	0.15 	4.14 	0.03 	16.66 	4.39 	4.17 	2.29 	1.95 	0.73 	0.06 	0 	1.36 	23.8 m 	715.0 m
BAKE 	2022-03-31 10:28:00 	2022-03-31 10:29:13 	103.0 \ 103.0 	0.97110000 	0.97620000 	5.00316547 	5.44823674 	0.45 	8.9% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.07 	-0.16 	0 	2.56 	0.68 	0.2 	13.73 	0.62 	29.38 	17.09 	14.72 	2.62 	2.29 	1.05 	0.04 	0 	4.11 	37.3 m 	182.0 m
BAKE 	2022-03-31 10:28:02 	2022-03-31 10:29:13 	103.0 \ 103.0 	0.97110000 	0.97670000 	5.00316547 	5.49971614 	0.5 	9.9% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	-0.07 	-0.16 	0.01 	2.57 	0.85 	0.2 	13.73 	0.62 	29.38 	17.09 	14.72 	2.62 	2.29 	1.04 	0.03 	0 	4.13 	37.3 m 	182.0 m
STMX 	2022-03-31 10:17:45 	2022-03-31 10:29:12 	2107.0 \ 2107.0 	0.02373000 	0.02379000 	2.50095548 	2.58732564 	0.09 	3.5% 	(strategy <d180s1.5 M+>) 	Auto Price Down 	0.15 	0.04 	0.26 	2.83 	0.19 	0.12 	3.5 	0.04 	26.23 	5.86 	3.63 	1.83 	1.81 	0.88 	0.07 	0 	0.75 	7.9 m 	103.0 m
STMX 	2022-03-31 10:18:11 	2022-03-31 10:28:02 	4218.0 \ 4218.0 	0.02371000 	0.02376000 	5.00243917 	5.13324782 	0.13 	2.6% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0.15 	0.04 	0.27 	2.82 	0.24 	0.12 	3.02 	0.52 	26.23 	5.86 	3.63 	1.88 	1.86 	0.72 	0.05 	0 	0.74 	7.9 m 	103.0 m
STMX 	2022-03-31 10:17:25 	2022-03-31 10:26:24 	4198.0 \ 4198.0 	0.02382000 	0.02360000 	5.00181793 	3.99863029 	-1 	-20.1% 	(strategy <d180s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.02360 BidEMA: 0.02360 LastPrice = 0.02362 BuyPrice = 0.02382 (strategy <d180s1.2 M+>); StopLoss fixed: 0.02363 AllowedDrop: BUY -14.0% 	0.16 	0.04 	0.28 	2.84 	0.21 	0.12 	3.46 	0.08 	26.23 	5.86 	3.63 	1.41 	1.43 	0.8 	0.09 	0 	0.46 	7.9 m 	103.0 m
STMX 	2022-03-31 10:17:24 	2022-03-31 10:26:20 	4195.0 \ 4195.0 	0.02384000 	0.02363000 	5.00244018 	4.04183555 	-0.96 	-19.2% 	(strategy <d150s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.02363 BidEMA: 0.02363 LastPrice = 0.02364 BuyPrice = 0.02384 (strategy <d150s1.2 M+>); StopLoss fixed: 0.02365 AllowedDrop: BUY -14.0% 	0.16 	0.05 	0.28 	2.84 	0.25 	0.12 	3.46 	0.08 	26.23 	5.86 	3.63 	1.32 	1.3 	0.68 	0.09 	0 	0.45 	7.9 m 	103.0 m
STMX 	2022-03-31 10:17:08 	2022-03-31 10:26:14 	4191.0 \ 4191.0 	0.02386000 	0.02366000 	5.00186294 	4.08400045 	-0.92 	-18.4% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.02366 BidEMA: 0.02366 LastPrice = 0.02367 BuyPrice = 0.02386 (strategy <d180s1 M+>); StopLoss fixed: 0.02367 AllowedDrop: BUY -14.0% s 	0.16 	0.05 	0.25 	2.81 	0.19 	0.12 	3.37 	0.17 	26.23 	5.86 	3.63 	1.24 	1.26 	0.71 	0.06 	0.01 	0.33 	7.9 m 	103.0 m
SUSHI 	2022-03-31 10:22:16 	2022-03-31 10:23:47 	21.0 \ 21.0 	4.80900000 	4.83300000 	5.05146978 	5.47447701 	0.42 	8.4% 	(strategy <d150s1 M+>) 	Auto Price Down 	0 	-0.09 	0.04 	2.67 	0.18 	0.19 	1.48 	0.96 	20.42 	3.53 	2.38 	2.17 	1.44 	0.92 	0.09 	0 	1.47 	15.9 m 	329.4 m
SUSHI 	2022-03-31 10:22:19 	2022-03-31 10:23:47 	21.0 \ 21.0 	4.80700000 	4.83300000 	5.04936894 	5.51439297 	0.47 	9.2% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.01 	-0.09 	0.04 	2.67 	0.19 	0.19 	1.62 	0.87 	20.42 	3.53 	2.38 	2.19 	1.48 	0.96 	0.09 	0 	1.53 	15.9 m 	329.4 m
SUSHI 	2022-03-31 10:22:21 	2022-03-31 10:23:47 	21.0 \ 21.0 	4.80700000 	4.83300000 	5.04936894 	5.51439297 	0.47 	9.2% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.01 	-0.09 	0.04 	2.67 	0.3 	0.19 	1.62 	0.89 	20.42 	3.53 	2.38 	2.22 	1.48 	0.95 	0.09 	0 	1.52 	15.9 m 	329.4 m
BAKE 	2022-03-31 10:19:27 	2022-03-31 10:23:46 	104.0 \ 104.0 	0.96570000 	0.96930000 	5.02364866 	5.31755269 	0.29 	5.9% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.14 	0.03 	0.25 	2.81 	0.21 	0.12 	14.17 	0.28 	29.38 	17.47 	15.17 	2.47 	1.89 	0.94 	0.02 	0 	7.17 	32.6 m 	176.8 m
DUSK 	2022-03-31 10:21:14 	2022-03-31 10:23:07 	194.0 \ 194.0 	0.51497000 	0.51744000 	4.99720708 	5.39627210 	0.4 	8.0% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.08 	-0.02 	0.21 	2.79 	0.23 	0.12 	3.17 	0.81 	15.91 	9.94 	4.02 	1.64 	1.63 	0.75 	0.06 	0 	1.01 	4.3 m 	150.1 m
BAKE 	2022-03-31 10:19:29 	2022-03-31 10:22:06 	104.0 \ 104.0 	0.96530000 	0.96890000 	5.02156782 	5.31550514 	0.29 	5.9% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.14 	0.03 	0.25 	2.81 	0.29 	0.12 	14.17 	0.28 	29.38 	17.47 	15.17 	2.5 	1.9 	0.95 	0.02 	0 	7.58 	32.6 m 	176.8 m
BAKE 	2022-03-31 10:19:47 	2022-03-31 10:22:05 	104.0 \ 104.0 	0.96320000 	0.96830000 	5.01064346 	5.46069309 	0.45 	9.0% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0.14 	0.03 	0.25 	2.82 	0.42 	0.12 	14.22 	0.24 	29.38 	17.47 	15.17 	2.71 	1.91 	1.13 	0.04 	0 	11.43 	32.6 m 	176.8 m
STMX 	2022-03-31 10:18:35 	2022-03-31 10:21:21 	2114.0 \ 2114.0 	0.02365000 	0.02376000 	2.50080492 	2.69325504 	0.19 	7.7% 	(strategy <d150s1.5 M+>) 	Auto Price Down 	0.16 	0.05 	0.27 	2.84 	0.33 	0.12 	3.04 	0.71 	26.23 	5.86 	3.83 	2.14 	2.12 	0.69 	0.02 	0 	0.73 	7.9 m 	103.0 m
BAKE 	2022-03-31 10:15:42 	2022-03-31 10:20:30 	103.0 \ 103.0 	0.97450000 	0.96110000 	5.02068247 	3.56073578 	-1.46 	-29.1% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.9611 BidEMA: 0.9611 LastPrice = 0.9614 BuyPrice = 0.9745 (strategy <d150s1 M+>); StopLoss fixed: 0.9628 AllowedDrop: BUY -15.0% spread 	0.1 	-0.01 	0.26 	2.82 	0.47 	0.13 	14.81 	0.06 	29.38 	17.47 	15.17 	3.85 	1.21 	0.75 	0.03 	0 	6.92 	32.6 m 	176.8 m
BAKE 	2022-03-31 10:15:44 	2022-03-31 10:20:30 	103.0 \ 103.0 	0.97450000 	0.96110000 	5.02068247 	3.56073578 	-1.46 	-29.1% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.9611 BidEMA: 0.9611 LastPrice = 0.9614 BuyPrice = 0.9745 (strategy <d180s1 M+>); StopLoss fixed: 0.9628 AllowedDrop: BUY -15.0% spread 	0.1 	-0.01 	0.26 	2.82 	0.46 	0.13 	14.81 	0.06 	29.38 	17.47 	15.17 	3.85 	1.21 	0.82 	0.03 	0 	7.13 	32.6 m 	176.8 m
ARPA 	2022-03-31 10:17:57 	2022-03-31 10:19:26 	1072.0 \ 1072.0 	0.09327000 	0.09376000 	5.00127171 	5.44635328 	0.45 	8.9% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.15 	0.04 	0.24 	2.82 	0.28 	0.12 	4.41 	0.38 	9.53 	6.59 	4.8 	3.06 	2 	0.64 	0.07 	0 	5.97 	4.9 m 	40.3 m
ARPA 	2022-03-31 10:17:52 	2022-03-31 10:19:25 	1072.0 \ 1072.0 	0.09331000 	0.09375000 	5.00341657 	5.39488527 	0.39 	7.8% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.15 	0.04 	0.24 	2.82 	0.28 	0.12 	4.41 	0.38 	9.53 	6.59 	4.8 	3.06 	2 	0.59 	0.07 	0 	5.58 	4.9 m 	40.3 m
ARPA 	2022-03-31 10:17:54 	2022-03-31 10:19:25 	1072.0 \ 1072.0 	0.09327000 	0.09371000 	5.00127171 	5.39277472 	0.39 	7.8% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.15 	0.04 	0.24 	2.82 	0.22 	0.12 	4.41 	0.38 	9.53 	6.59 	4.8 	3.06 	2 	0.64 	0.07 	0 	6.09 	4.9 m 	40.3 m
SFP 	2022-03-31 10:16:47 	2022-03-31 10:18:20 	82.0 \ 82.0 	1.21330000 	1.21910000 	4.97651981 	5.37233712 	0.4 	8.0% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.12 	0.01 	0.26 	2.82 	0.26 	0.12 	4.17 	4.29 	53.92 	14.85 	8.79 	2.48 	1.39 	1.1 	0.05 	0 	0.8 	50.5 m 	503.6 m
WAVES 	2022-03-31 10:12:09 	2022-03-31 10:17:28 	1.9 \ 1.9 	51.64600000 	50.98900000 	4.90833255 	3.58202998 	-1.33 	-27.0% 	(strategy <d180s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 50.989 BidEMA: 50.989 LastPrice = 50.991 BuyPrice = 51.646 (strategy <d180s1.2 M+>); StopLoss fixed: 51.026 AllowedDrop: BUY -15.0% spre 	0.16 	0.01 	0.32 	2.85 	0.52 	0.15 	4.35 	0.02 	16.66 	4.39 	4.37 	2.75 	1.47 	1.13 	0.03 	0 	1.06 	23.8 m 	715.0 m
